model,model_slug,cell_id,modality,focus,budget_tokens,is_baseline,doc_index,runs,ok_runs,span_f1_mean,span_f1_std,exact_match_mean,exact_match_std,mc_accuracy_mean,mc_accuracy_std,abstention_rate_mean,abstention_rate_std,hallucination_rate_mean,hallucination_rate_std,wrong_doc_rate_mean,wrong_doc_rate_std,answered_positive_rate_mean,answered_positive_rate_std,latency_mean,prompt_tokens_mean,cost_mean
deepseek-flash,deepseek/deepseek-v4-flash,d054_rot_b64000,rot,spans,64000,False,54,1,1,0.6374,0.0,0.4444,0.0,,,0.8261,0.0,0.1739,0.0,0.0,0.0,0.8889,0.0,62.144,71528,0.0114
deepseek-flash,deepseek/deepseek-v4-flash,d058_baseline,baseline,spans,0,True,58,1,1,0.7184,0.0,0.1667,0.0,,,0.65,0.0,0.35,0.0,0.0,0.0,0.9167,0.0,32.604,10094,0.0013
deepseek-flash,deepseek/deepseek-v4-flash,d058_confusion_b128000,confusion,spans,128000,False,58,1,1,0.4319,0.0,0.3333,0.0,,,0.8,0.0,0.2,0.0,0.0,0.0,0.5,0.0,52.305,114414,0.0123
deepseek-flash,deepseek/deepseek-v4-flash,d058_confusion_b256000,confusion,spans,256000,False,58,1,0,,,,,,,,,,,,,,,,,
deepseek-flash,deepseek/deepseek-v4-flash,d058_confusion_b512000,confusion,spans,512000,False,58,1,1,0.5219,0.0,0.3333,0.0,,,0.8,0.0,0.2,0.0,0.0,0.0,0.75,0.0,62.904,430619,0.0426
deepseek-flash,deepseek/deepseek-v4-flash,d058_confusion_b64000,confusion,spans,64000,False,58,1,1,0.4842,0.0,0.0,0.0,,,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,83.298,65174,0.0067
deepseek-flash,deepseek/deepseek-v4-flash,d058_rot_b128000,rot,spans,128000,False,58,1,1,0.4547,0.0,0.0,0.0,,,0.8,0.0,0.2,0.0,0.0,0.0,0.75,0.0,48.156,146316,0.0154
deepseek-flash,deepseek/deepseek-v4-flash,d058_rot_b256000,rot,spans,256000,False,58,1,1,0.5542,0.0,0.3333,0.0,,,0.75,0.0,0.25,0.0,0.0,0.0,0.75,0.0,52.548,285283,0.0292
deepseek-flash,deepseek/deepseek-v4-flash,d058_rot_b512000,rot,spans,512000,False,58,1,1,0.5923,0.0,0.0833,0.0,,,0.8,0.0,0.2,0.0,0.0,0.0,0.8333,0.0,119.898,553936,0.0789
deepseek-flash,deepseek/deepseek-v4-flash,d058_rot_b64000,rot,spans,64000,False,58,1,1,0.5508,0.0,0.0,0.0,,,0.6,0.0,0.4,0.0,0.0,0.0,0.9167,0.0,100.007,77503,0.0077
deepseek-flash,deepseek/deepseek-v4-flash,d061_baseline,baseline,spans,0,True,61,1,1,0.6798,0.0,0.2609,0.0,,,0.6667,0.0,0.3333,0.0,0.0,0.0,0.8696,0.0,75.687,32364,0.0038
deepseek-flash,deepseek/deepseek-v4-flash,d061_confusion_b128000,confusion,spans,128000,False,61,1,1,0.5922,0.0,0.0435,0.0,,,0.6667,0.0,0.3333,0.0,0.0,0.0,0.9565,0.0,127.207,138114,0.0174
deepseek-flash,deepseek/deepseek-v4-flash,d061_confusion_b256000,confusion,spans,256000,False,61,1,1,0.5705,0.0,0.0435,0.0,,,0.6667,0.0,0.3333,0.0,0.0,0.0,0.8696,0.0,82.574,243256,0.0161
deepseek-flash,deepseek/deepseek-v4-flash,d061_confusion_b512000,confusion,spans,512000,False,61,1,1,0.5414,0.0,0.0435,0.0,,,0.6667,0.0,0.3333,0.0,0.0,0.0,0.913,0.0,96.314,462311,0.0325
deepseek-flash,deepseek/deepseek-v4-flash,d061_confusion_b64000,confusion,spans,64000,False,61,1,1,0.642,0.0,0.0435,0.0,,,0.6667,0.0,0.3333,0.0,0.0,0.0,0.913,0.0,69.138,87234,0.0071
deepseek-flash,deepseek/deepseek-v4-flash,d061_rot_b128000,rot,spans,128000,False,61,1,1,0.5991,0.0,0.0435,0.0,,,0.6667,0.0,0.3333,0.0,0.0,0.0,0.913,0.0,108.677,168477,0.0243
deepseek-flash,deepseek/deepseek-v4-flash,d061_rot_b256000,rot,spans,256000,False,61,1,1,0.6108,0.0,0.087,0.0,,,0.6667,0.0,0.3333,0.0,0.0,0.0,0.8696,0.0,64.078,305871,0.0206
deepseek-flash,deepseek/deepseek-v4-flash,d061_rot_b512000,rot,spans,512000,False,61,1,1,0.649,0.0,0.0435,0.0,,,0.6667,0.0,0.3333,0.0,0.0,0.0,0.9565,0.0,80.159,577460,0.0383
deepseek-flash,deepseek/deepseek-v4-flash,d061_rot_b64000,rot,spans,64000,False,61,1,1,0.5798,0.0,0.0435,0.0,,,0.6667,0.0,0.3333,0.0,0.0,0.0,0.913,0.0,54.63,101007,0.0165
deepseek-flash,deepseek/deepseek-v4-flash,d064_baseline,baseline,spans,0,True,64,1,1,0.791,0.0,0.4615,0.0,,,0.8421,0.0,0.1579,0.0,0.0,0.0,1.0,0.0,44.48,8240,0.0031
deepseek-flash,deepseek/deepseek-v4-flash,d064_confusion_b128000,confusion,spans,128000,False,64,1,1,0.7733,0.0,0.6154,0.0,,,0.8421,0.0,0.1579,0.0,0.0,0.0,0.9231,0.0,69.174,114866,0.0119
deepseek-flash,deepseek/deepseek-v4-flash,d064_confusion_b256000,confusion,spans,256000,False,64,1,1,0.7498,0.0,0.6154,0.0,,,0.8421,0.0,0.1579,0.0,0.0,0.0,0.9231,0.0,105.196,219813,0.0304
deepseek-flash,deepseek/deepseek-v4-flash,d064_confusion_b512000,confusion,spans,512000,False,64,1,1,0.6273,0.0,0.1538,0.0,,,0.8421,0.0,0.1579,0.0,0.0,0.0,0.9231,0.0,61.963,431430,0.0283
deepseek-flash,deepseek/deepseek-v4-flash,d064_confusion_b64000,confusion,spans,64000,False,64,1,1,0.8928,0.0,0.6923,0.0,,,0.7368,0.0,0.2632,0.0,0.0,0.0,1.0,0.0,35.317,61127,0.0071
deepseek-flash,deepseek/deepseek-v4-flash,d064_rot_b128000,rot,spans,128000,False,64,1,1,0.7947,0.0,0.5385,0.0,,,0.8421,0.0,0.1579,0.0,0.0,0.0,1.0,0.0,48.299,142765,0.0099
deepseek-flash,deepseek/deepseek-v4-flash,d064_rot_b256000,rot,spans,256000,False,64,1,1,0.8074,0.0,0.6154,0.0,,,0.7895,0.0,0.2105,0.0,0.0,0.0,1.0,0.0,108.773,279687,0.0387
deepseek-flash,deepseek/deepseek-v4-flash,d064_rot_b512000,rot,spans,512000,False,64,1,1,0.8254,0.0,0.6154,0.0,,,0.9474,0.0,0.0526,0.0,0.0,0.0,1.0,0.0,107.415,552762,0.0174
deepseek-flash,deepseek/deepseek-v4-flash,d064_rot_b64000,rot,spans,64000,False,64,1,1,0.7711,0.0,0.5385,0.0,,,0.7895,0.0,0.2105,0.0,0.0,0.0,1.0,0.0,23.753,75447,0.0112
deepseek-flash,deepseek/deepseek-v4-flash,d065_baseline,baseline,spans,0,True,65,1,1,0.7177,0.0,0.3077,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.9231,0.0,106.367,10881,0.003
deepseek-flash,deepseek/deepseek-v4-flash,d065_confusion_b128000,confusion,spans,128000,False,65,1,1,0.7843,0.0,0.3846,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.9231,0.0,52.119,118775,0.0084
deepseek-flash,deepseek/deepseek-v4-flash,d065_confusion_b256000,confusion,spans,256000,False,65,1,1,0.6606,0.0,0.4615,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.8462,0.0,61.951,223325,0.0328
deepseek-flash,deepseek/deepseek-v4-flash,d065_confusion_b512000,confusion,spans,512000,False,65,1,1,0.6932,0.0,0.5385,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.8462,0.0,52.186,436908,0.027
deepseek-flash,deepseek/deepseek-v4-flash,d065_confusion_b64000,confusion,spans,64000,False,65,1,1,0.8168,0.0,0.1538,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.446,62717,0.0049
deepseek-flash,deepseek/deepseek-v4-flash,d065_rot_b128000,rot,spans,128000,False,65,1,1,0.7574,0.0,0.1538,0.0,,,0.9474,0.0,0.0526,0.0,0.0,0.0,1.0,0.0,57.927,146220,0.0216
deepseek-flash,deepseek/deepseek-v4-flash,d065_rot_b256000,rot,spans,256000,False,65,1,1,0.7519,0.0,0.1538,0.0,,,0.8947,0.0,0.1053,0.0,0.0,0.0,1.0,0.0,51.43,280856,0.0403
deepseek-flash,deepseek/deepseek-v4-flash,d065_rot_b512000,rot,spans,512000,False,65,1,1,0.773,0.0,0.1538,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,92.426,554693,0.0779
deepseek-flash,deepseek/deepseek-v4-flash,d065_rot_b64000,rot,spans,64000,False,65,1,1,0.8899,0.0,0.6923,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.335,78354,0.0128
deepseek-flash,deepseek/deepseek-v4-flash,d074_baseline,baseline,spans,0,True,74,1,1,0.75,0.0,0.0,0.0,,,0.9677,0.0,0.0323,0.0,0.0,0.0,1.0,0.0,33.691,3571,0.0009
deepseek-flash,deepseek/deepseek-v4-flash,d074_confusion_b128000,confusion,spans,128000,False,74,1,1,1.0,0.0,1.0,0.0,,,0.9677,0.0,0.0323,0.0,0.0,0.0,1.0,0.0,36.132,112794,0.0199
deepseek-flash,deepseek/deepseek-v4-flash,d074_confusion_b256000,confusion,spans,256000,False,74,1,1,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,,0.0,0.0,29.363,217845,0.0215
deepseek-flash,deepseek/deepseek-v4-flash,d074_confusion_b512000,confusion,spans,512000,False,74,1,1,1.0,0.0,1.0,0.0,,,0.9677,0.0,0.0323,0.0,0.0,0.0,1.0,0.0,39.6,423945,0.0574
deepseek-flash,deepseek/deepseek-v4-flash,d074_confusion_b64000,confusion,spans,64000,False,74,1,1,0.75,0.0,0.0,0.0,,,0.9677,0.0,0.0323,0.0,0.0,0.0,1.0,0.0,19.227,59326,0.0061
deepseek-flash,deepseek/deepseek-v4-flash,d074_rot_b128000,rot,spans,128000,False,74,1,1,0.75,0.0,0.0,0.0,,,0.9677,0.0,0.0323,0.0,0.0,0.0,1.0,0.0,41.092,140484,0.0201
deepseek-flash,deepseek/deepseek-v4-flash,d074_rot_b256000,rot,spans,256000,False,74,1,1,0.375,0.0,0.0,0.0,,,0.9677,0.0,0.0323,0.0,0.0,0.0,1.0,0.0,30.803,275185,0.039
deepseek-flash,deepseek/deepseek-v4-flash,d074_rot_b512000,rot,spans,512000,False,74,1,1,0.375,0.0,0.0,0.0,,,0.9677,0.0,0.0323,0.0,0.0,0.0,1.0,0.0,65.308,547843,0.074
deepseek-flash,deepseek/deepseek-v4-flash,d074_rot_b64000,rot,spans,64000,False,74,1,1,1.0,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.15,71991,0.0067
deepseek-flash,deepseek/deepseek-v4-flash,d075_baseline,baseline,spans,0,True,75,1,1,0.7244,0.0,0.4167,0.0,,,0.85,0.0,0.15,0.0,0.0,0.0,1.0,0.0,20.418,15644,0.002
deepseek-flash,deepseek/deepseek-v4-flash,d075_confusion_b128000,confusion,spans,128000,False,75,1,1,0.6729,0.0,0.0833,0.0,,,0.8,0.0,0.2,0.0,0.0,0.0,0.9167,0.0,38.679,122969,0.018
deepseek-flash,deepseek/deepseek-v4-flash,d075_confusion_b256000,confusion,spans,256000,False,75,1,1,0.6247,0.0,0.3333,0.0,,,0.8,0.0,0.2,0.0,0.0,0.0,0.9167,0.0,44.228,229741,0.0162
deepseek-flash,deepseek/deepseek-v4-flash,d075_confusion_b512000,confusion,spans,512000,False,75,1,1,0.5772,0.0,0.0,0.0,,,0.8,0.0,0.2,0.0,0.0,0.0,0.9167,0.0,66.137,440015,0.0296
deepseek-flash,deepseek/deepseek-v4-flash,d075_confusion_b64000,confusion,spans,64000,False,75,1,1,0.656,0.0,0.4167,0.0,,,0.8,0.0,0.2,0.0,0.0,0.0,0.9167,0.0,39.344,66426,0.0065
deepseek-flash,deepseek/deepseek-v4-flash,d075_rot_b128000,rot,spans,128000,False,75,1,1,0.697,0.0,0.3333,0.0,,,0.7,0.0,0.3,0.0,0.0,0.0,1.0,0.0,47.253,151337,0.0218
deepseek-flash,deepseek/deepseek-v4-flash,d075_rot_b256000,rot,spans,256000,False,75,1,1,0.752,0.0,0.1667,0.0,,,0.7,0.0,0.3,0.0,0.0,0.0,1.0,0.0,121.508,289360,0.0404
deepseek-flash,deepseek/deepseek-v4-flash,d075_rot_b512000,rot,spans,512000,False,75,1,1,0.6729,0.0,0.0833,0.0,,,0.75,0.0,0.25,0.0,0.0,0.0,0.9167,0.0,75.47,561443,0.0794
deepseek-flash,deepseek/deepseek-v4-flash,d075_rot_b64000,rot,spans,64000,False,75,1,1,0.6112,0.0,0.0,0.0,,,0.75,0.0,0.25,0.0,0.0,0.0,1.0,0.0,47.602,84922,0.014
deepseek-flash,deepseek/deepseek-v4-flash,d080_baseline,baseline,spans,0,True,80,1,1,0.8761,0.0,0.7143,0.0,,,0.92,0.0,0.08,0.0,0.0,0.0,1.0,0.0,29.624,5117,0.001
deepseek-flash,deepseek/deepseek-v4-flash,d080_confusion_b128000,confusion,spans,128000,False,80,1,1,0.8323,0.0,0.4286,0.0,,,0.92,0.0,0.08,0.0,0.0,0.0,1.0,0.0,39.245,110766,0.0074
deepseek-flash,deepseek/deepseek-v4-flash,d080_confusion_b256000,confusion,spans,256000,False,80,1,1,0.7622,0.0,0.2857,0.0,,,0.92,0.0,0.08,0.0,0.0,0.0,1.0,0.0,39.868,219563,0.0141
deepseek-flash,deepseek/deepseek-v4-flash,d080_confusion_b512000,confusion,spans,512000,False,80,1,1,0.8259,0.0,0.4286,0.0,,,0.88,0.0,0.12,0.0,0.0,0.0,1.0,0.0,42.254,430204,0.0261
deepseek-flash,deepseek/deepseek-v4-flash,d080_confusion_b64000,confusion,spans,64000,False,80,1,1,0.8716,0.0,0.5714,0.0,,,0.92,0.0,0.08,0.0,0.0,0.0,1.0,0.0,31.585,58098,0.0045
deepseek-flash,deepseek/deepseek-v4-flash,d080_rot_b128000,rot,spans,128000,False,80,1,1,0.7882,0.0,0.4286,0.0,,,0.92,0.0,0.08,0.0,0.0,0.0,1.0,0.0,27.571,141980,0.0146
deepseek-flash,deepseek/deepseek-v4-flash,d080_rot_b256000,rot,spans,256000,False,80,1,1,0.8779,0.0,0.5714,0.0,,,0.92,0.0,0.08,0.0,0.0,0.0,1.0,0.0,42.423,277365,0.04
deepseek-flash,deepseek/deepseek-v4-flash,d080_rot_b512000,rot,spans,512000,False,80,1,1,0.8024,0.0,0.5714,0.0,,,0.88,0.0,0.12,0.0,0.0,0.0,1.0,0.0,47.288,550086,0.0357
deepseek-flash,deepseek/deepseek-v4-flash,d080_rot_b64000,rot,spans,64000,False,80,1,1,0.7751,0.0,0.4286,0.0,,,0.84,0.0,0.16,0.0,0.0,0.0,1.0,0.0,31.306,72860,0.0107
deepseek-flash,deepseek/deepseek-v4-flash,d082_baseline,baseline,spans,0,True,82,1,1,0.6469,0.0,0.4545,0.0,,,0.9048,0.0,0.0952,0.0,0.0,0.0,1.0,0.0,71.96,6550,0.0012
deepseek-flash,deepseek/deepseek-v4-flash,d082_confusion_b128000,confusion,spans,128000,False,82,1,1,0.7193,0.0,0.5455,0.0,,,0.9048,0.0,0.0952,0.0,0.0,0.0,1.0,0.0,113.545,110765,0.0161
deepseek-flash,deepseek/deepseek-v4-flash,d082_confusion_b256000,confusion,spans,256000,False,82,1,1,0.72,0.0,0.5455,0.0,,,0.9048,0.0,0.0952,0.0,0.0,0.0,0.9091,0.0,38.305,220451,0.0312
deepseek-flash,deepseek/deepseek-v4-flash,d082_confusion_b512000,confusion,spans,512000,False,82,1,1,0.6481,0.0,0.5455,0.0,,,0.9048,0.0,0.0952,0.0,0.0,0.0,0.8182,0.0,65.216,435367,0.0614
deepseek-flash,deepseek/deepseek-v4-flash,d082_confusion_b64000,confusion,spans,64000,False,82,1,1,0.7193,0.0,0.5455,0.0,,,0.9048,0.0,0.0952,0.0,0.0,0.0,1.0,0.0,20.131,59081,0.0088
deepseek-flash,deepseek/deepseek-v4-flash,d082_rot_b128000,rot,spans,128000,False,82,1,1,0.7555,0.0,0.3636,0.0,,,0.9048,0.0,0.0952,0.0,0.0,0.0,1.0,0.0,85.782,141457,0.02
deepseek-flash,deepseek/deepseek-v4-flash,d082_rot_b256000,rot,spans,256000,False,82,1,1,0.7648,0.0,0.5455,0.0,,,0.9048,0.0,0.0952,0.0,0.0,0.0,1.0,0.0,127.334,276718,0.0393
deepseek-flash,deepseek/deepseek-v4-flash,d082_rot_b512000,rot,spans,512000,False,82,1,1,0.7677,0.0,0.4545,0.0,,,0.9048,0.0,0.0952,0.0,0.0,0.0,1.0,0.0,46.195,551050,0.0336
deepseek-flash,deepseek/deepseek-v4-flash,d082_rot_b64000,rot,spans,64000,False,82,1,1,0.6904,0.0,0.2727,0.0,,,0.9048,0.0,0.0952,0.0,0.0,0.0,1.0,0.0,63.185,74143,0.011
deepseek-flash,deepseek/deepseek-v4-flash,d085_baseline,baseline,spans,0,True,85,1,1,0.3798,0.0,0.3333,0.0,,,0.931,0.0,0.069,0.0,0.0,0.0,1.0,0.0,57.027,4910,0.0017
deepseek-flash,deepseek/deepseek-v4-flash,d085_confusion_b128000,confusion,spans,128000,False,85,1,1,0.3798,0.0,0.3333,0.0,,,0.931,0.0,0.069,0.0,0.0,0.0,1.0,0.0,37.046,112625,0.008
deepseek-flash,deepseek/deepseek-v4-flash,d085_confusion_b256000,confusion,spans,256000,False,85,1,1,0.3798,0.0,0.3333,0.0,,,0.9655,0.0,0.0345,0.0,0.0,0.0,1.0,0.0,38.86,221565,0.0138
deepseek-flash,deepseek/deepseek-v4-flash,d085_confusion_b512000,confusion,spans,512000,False,85,1,1,0.3798,0.0,0.3333,0.0,,,0.9655,0.0,0.0345,0.0,0.0,0.0,1.0,0.0,86.685,433427,0.0614
deepseek-flash,deepseek/deepseek-v4-flash,d085_confusion_b64000,confusion,spans,64000,False,85,1,1,0.3798,0.0,0.3333,0.0,,,0.931,0.0,0.069,0.0,0.0,0.0,1.0,0.0,41.332,59688,0.0089
deepseek-flash,deepseek/deepseek-v4-flash,d085_rot_b128000,rot,spans,128000,False,85,1,1,0.6656,0.0,0.3333,0.0,,,0.8966,0.0,0.1034,0.0,0.0,0.0,1.0,0.0,25.946,142111,0.0203
deepseek-flash,deepseek/deepseek-v4-flash,d085_rot_b256000,rot,spans,256000,False,85,1,1,0.3798,0.0,0.3333,0.0,,,0.8966,0.0,0.1034,0.0,0.0,0.0,1.0,0.0,61.447,277738,0.0096
deepseek-flash,deepseek/deepseek-v4-flash,d085_rot_b512000,rot,spans,512000,False,85,1,1,0.5617,0.0,0.3333,0.0,,,0.931,0.0,0.069,0.0,0.0,0.0,1.0,0.0,80.348,549161,0.0738
deepseek-flash,deepseek/deepseek-v4-flash,d085_rot_b64000,rot,spans,64000,False,85,1,1,0.3798,0.0,0.3333,0.0,,,0.931,0.0,0.069,0.0,0.0,0.0,1.0,0.0,43.644,74649,0.0113
deepseek-flash,deepseek/deepseek-v4-flash,d094_baseline,baseline,spans,0,True,94,1,1,0.6619,0.0,0.5,0.0,,,0.9231,0.0,0.0769,0.0,0.0,0.0,0.8333,0.0,34.135,8254,0.0017
deepseek-flash,deepseek/deepseek-v4-flash,d094_confusion_b128000,confusion,spans,128000,False,94,1,1,0.5693,0.0,0.3333,0.0,,,0.9615,0.0,0.0385,0.0,0.0,0.0,0.8333,0.0,42.414,113970,0.0085
deepseek-flash,deepseek/deepseek-v4-flash,d094_confusion_b256000,confusion,spans,256000,False,94,1,1,0.6857,0.0,0.6667,0.0,,,0.9231,0.0,0.0769,0.0,0.0,0.0,0.8333,0.0,40.143,222058,0.0314
deepseek-flash,deepseek/deepseek-v4-flash,d094_confusion_b512000,confusion,spans,512000,False,94,1,1,0.6667,0.0,0.5,0.0,,,0.9615,0.0,0.0385,0.0,0.0,0.0,0.8333,0.0,48.431,438144,0.0301
deepseek-flash,deepseek/deepseek-v4-flash,d094_confusion_b64000,confusion,spans,64000,False,94,1,1,0.6667,0.0,0.5,0.0,,,0.9231,0.0,0.0769,0.0,0.0,0.0,0.8333,0.0,45.929,59746,0.0089
deepseek-flash,deepseek/deepseek-v4-flash,d094_rot_b128000,rot,spans,128000,False,94,1,1,0.6667,0.0,0.5,0.0,,,0.9231,0.0,0.0769,0.0,0.0,0.0,0.8333,0.0,136.862,144647,0.0208
deepseek-flash,deepseek/deepseek-v4-flash,d094_rot_b256000,rot,spans,256000,False,94,1,1,0.6429,0.0,0.3333,0.0,,,0.9231,0.0,0.0769,0.0,0.0,0.0,0.8333,0.0,49.211,279918,0.0177
deepseek-flash,deepseek/deepseek-v4-flash,d094_rot_b512000,rot,spans,512000,False,94,1,1,0.5714,0.0,0.3333,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.8333,0.0,58.755,554013,0.0752
deepseek-flash,deepseek/deepseek-v4-flash,d094_rot_b64000,rot,spans,64000,False,94,1,1,0.6476,0.0,0.3333,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.8333,0.0,42.377,75001,0.0054
deepseek-flash,deepseek/deepseek-v4-flash,d098_baseline,baseline,spans,0,True,98,1,1,0.6261,0.0,0.4545,0.0,,,0.7619,0.0,0.2381,0.0,0.0,0.0,0.7273,0.0,44.896,15822,0.0041
deepseek-flash,deepseek/deepseek-v4-flash,d098_confusion_b128000,confusion,spans,128000,False,98,1,1,0.6118,0.0,0.3636,0.0,,,0.8095,0.0,0.1905,0.0,0.0,0.0,0.7273,0.0,35.125,120895,0.0176
deepseek-flash,deepseek/deepseek-v4-flash,d098_confusion_b256000,confusion,spans,256000,False,98,1,1,0.6238,0.0,0.4545,0.0,,,0.9048,0.0,0.0952,0.0,0.0,0.0,0.7273,0.0,156.359,226997,0.0305
deepseek-flash,deepseek/deepseek-v4-flash,d098_confusion_b512000,confusion,spans,512000,False,98,1,1,0.6503,0.0,0.4545,0.0,,,0.9048,0.0,0.0952,0.0,0.0,0.0,0.7273,0.0,52.63,439957,0.0286
deepseek-flash,deepseek/deepseek-v4-flash,d098_confusion_b64000,confusion,spans,64000,False,98,1,1,0.557,0.0,0.1818,0.0,,,0.8571,0.0,0.1429,0.0,0.0,0.0,0.8182,0.0,43.581,70942,0.0084
deepseek-flash,deepseek/deepseek-v4-flash,d098_rot_b128000,rot,spans,128000,False,98,1,1,0.5694,0.0,0.3636,0.0,,,0.8571,0.0,0.1429,0.0,0.0,0.0,0.7273,0.0,169.466,151104,0.0218
deepseek-flash,deepseek/deepseek-v4-flash,d098_rot_b256000,rot,spans,256000,False,98,1,1,0.5515,0.0,0.0909,0.0,,,0.8571,0.0,0.1429,0.0,0.0,0.0,0.7273,0.0,70.688,288118,0.0094
deepseek-flash,deepseek/deepseek-v4-flash,d098_rot_b512000,rot,spans,512000,False,98,1,1,0.5821,0.0,0.0909,0.0,,,0.8571,0.0,0.1429,0.0,0.0,0.0,0.7273,0.0,67.534,561078,0.0342
deepseek-flash,deepseek/deepseek-v4-flash,d098_rot_b64000,rot,spans,64000,False,98,1,1,0.5508,0.0,0.0909,0.0,,,0.7143,0.0,0.2857,0.0,0.0,0.0,0.7273,0.0,50.31,84905,0.0125
deepseek-flash,deepseek/deepseek-v4-flash,d099_baseline,baseline,spans,0,True,99,1,1,0.7229,0.0,0.3333,0.0,,,0.9615,0.0,0.0385,0.0,0.0,0.0,1.0,0.0,30.458,7116,0.002
deepseek-flash,deepseek/deepseek-v4-flash,d099_confusion_b128000,confusion,spans,128000,False,99,1,1,0.6675,0.0,0.0,0.0,,,0.9615,0.0,0.0385,0.0,0.0,0.0,1.0,0.0,20.14,114203,0.0163
deepseek-flash,deepseek/deepseek-v4-flash,d099_confusion_b256000,confusion,spans,256000,False,99,1,1,0.6252,0.0,0.0,0.0,,,0.9615,0.0,0.0385,0.0,0.0,0.0,1.0,0.0,44.522,219421,0.0149
deepseek-flash,deepseek/deepseek-v4-flash,d099_confusion_b512000,confusion,spans,512000,False,99,1,1,0.6252,0.0,0.0,0.0,,,0.9615,0.0,0.0385,0.0,0.0,0.0,1.0,0.0,91.986,433953,0.0617
deepseek-flash,deepseek/deepseek-v4-flash,d099_confusion_b64000,confusion,spans,64000,False,99,1,1,0.5992,0.0,0.0,0.0,,,0.9615,0.0,0.0385,0.0,0.0,0.0,1.0,0.0,79.253,59655,0.0083
deepseek-flash,deepseek/deepseek-v4-flash,d099_rot_b128000,rot,spans,128000,False,99,1,1,0.6161,0.0,0.1667,0.0,,,0.9615,0.0,0.0385,0.0,0.0,0.0,1.0,0.0,42.204,141859,0.0148
deepseek-flash,deepseek/deepseek-v4-flash,d099_rot_b256000,rot,spans,256000,False,99,1,1,0.6675,0.0,0.0,0.0,,,0.9615,0.0,0.0385,0.0,0.0,0.0,1.0,0.0,127.555,278244,0.0394
deepseek-flash,deepseek/deepseek-v4-flash,d099_rot_b512000,rot,spans,512000,False,99,1,1,0.6437,0.0,0.1667,0.0,,,0.9615,0.0,0.0385,0.0,0.0,0.0,1.0,0.0,63.937,551862,0.0729
deepseek-flash,deepseek/deepseek-v4-flash,d099_rot_b64000,rot,spans,64000,False,99,1,1,0.6692,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.335,76392,0.008
